date,jurisdiction,state,county,doc_type,title,text,url,year,month,tokens,kw_count,kw_per_1k,has_keyword
2022-04-09,Jefferson County MO,MO,Jefferson County MO,minutes,Board Meeting Agenda,The board approved the FY2024 budget with a 3% increase in infrastructure spending. Tax increment financing district proposed for downtown revitalization. Discussion of the county parks and recreation master plan. Planning commission update on development applications received. School board liaison report on enrollment trends. Emergency services dispatch modernization project update.,https://agendawatch.org/docs/mo/jefferson_county_mo/20220409/,2022,2022-04,"['budget', 'increase', 'infrastructure', 'spending', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'parks', 'recreation', 'master', 'plan', 'planning', 'update', 'development', 'applications', 'received', 'school', 'liaison', 'enrollment', 'trends', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update']",0,0.0,False
2022-04-13,Greene County,MO,Greene County,agenda,Work Session Minutes,Planning commission update on development applications received. Tax increment financing district proposed for downtown revitalization. School board liaison report on enrollment trends. School board liaison report on enrollment trends. Emergency services dispatch modernization project update. Water utility rate increase approved following public comment period. Public hearing on zoning variance for the proposed commercial development. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/mo/greene_county/20220413/,2022,2022-04,"['planning', 'update', 'development', 'applications', 'received', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'school', 'liaison', 'enrollment', 'trends', 'school', 'liaison', 'enrollment', 'trends', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'water', 'utility', 'rate', 'increase', 'period', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'animal', 'control', 'contract', 'renewal', 'discussed', 'work']",0,0.0,False
2022-04-25,Boone County,MO,Boone County,agenda,Work Session Minutes,Staff presented the election results from the November general election. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Library millage rate discussion and public comment. Library millage rate discussion and public comment. Tax increment financing district proposed for downtown revitalization. Library millage rate discussion and public comment. The board approved the FY2024 budget with a 3% increase in infrastructure spending.,https://agendawatch.org/docs/mo/boone_county/20220425/,2022,2022-04,"['presented', 'election', 'results', 'november', 'general', 'election', 'budget', 'increase', 'infrastructure', 'spending', 'library', 'millage', 'rate', 'library', 'millage', 'rate', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'library', 'millage', 'rate', 'budget', 'increase', 'infrastructure', 'spending', 'work']",2,66.6667,True
2022-05-23,Denver County,CO,Denver County,minutes,Public Hearing Notice,The board approved the FY2024 budget with a 3% increase in infrastructure spending. Animal control contract renewal discussed and approved. Health department report on vaccination rates and public health initiatives.,https://agendawatch.org/docs/co/denver_county/20220523/,2022,2022-05,"['budget', 'increase', 'infrastructure', 'spending', 'animal', 'control', 'contract', 'renewal', 'discussed', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'notice']",0,0.0,False
2022-05-18,El Paso County,CO,El Paso County,agenda,Regular Meeting Minutes,Planning commission update on development applications received. Library millage rate discussion and public comment. Water utility rate increase approved following public comment period. Tax increment financing district proposed for downtown revitalization. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/co/el_paso_county/20220518/,2022,2022-05,"['planning', 'update', 'development', 'applications', 'received', 'library', 'millage', 'rate', 'water', 'utility', 'rate', 'increase', 'period', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization']",0,0.0,False
2022-05-16,Arapahoe County,CO,Arapahoe County,agenda,Board Meeting Agenda,Election canvassing procedures reviewed by the county clerk. Animal control contract renewal discussed and approved. Discussion of early voting expansion and election accessibility. Election canvassing procedures reviewed by the county clerk. School board liaison report on enrollment trends. The commission approved the budget for election administration. Water utility rate increase approved following public comment period.,https://agendawatch.org/docs/co/arapahoe_county/20220516/,2022,2022-05,"['election', 'canvassing', 'procedures', 'reviewed', 'clerk', 'animal', 'control', 'contract', 'renewal', 'discussed', 'early', 'voting', 'expansion', 'election', 'accessibility', 'election', 'canvassing', 'procedures', 'reviewed', 'clerk', 'school', 'liaison', 'enrollment', 'trends', 'budget', 'election', 'administration', 'water', 'utility', 'rate', 'increase', 'period']",4,125.0,True
2022-05-06,Jefferson County,CO,Jefferson County,agenda,Special Session Agenda,Library millage rate discussion and public comment. Tax increment financing district proposed for downtown revitalization. Public hearing on zoning variance for the proposed commercial development. The board approved the FY2024 budget with a 3% increase in infrastructure spending. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Discussion of the county parks and recreation master plan.,https://agendawatch.org/docs/co/jefferson_county/20220506/,2022,2022-05,"['library', 'millage', 'rate', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'budget', 'increase', 'infrastructure', 'spending', 'budget', 'increase', 'infrastructure', 'spending', 'parks', 'recreation', 'master', 'plan']",0,0.0,False
2022-05-12,Boulder County,CO,Boulder County,agenda,Regular Meeting Minutes,The commission approved the budget for election administration. Emergency services dispatch modernization project update. School board liaison report on enrollment trends. The board discussed concerns about election integrity and the upcoming election cycle.,https://agendawatch.org/docs/co/boulder_county/20220512/,2022,2022-05,"['budget', 'election', 'administration', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'school', 'liaison', 'enrollment', 'trends', 'discussed', 'concerns', 'election', 'integrity', 'upcoming', 'election', 'cycle']",3,150.0,True
2022-05-20,Boulder County,CO,Boulder County,agenda,Work Session Minutes,Public hearing on zoning variance for the proposed commercial development. Water utility rate increase approved following public comment period. Public hearing on zoning variance for the proposed commercial development. Election canvassing procedures reviewed by the county clerk.,https://agendawatch.org/docs/co/boulder_county/20220520/,2022,2022-05,"['zoning', 'variance', 'proposed', 'commercial', 'development', 'water', 'utility', 'rate', 'increase', 'period', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'election', 'canvassing', 'procedures', 'reviewed', 'clerk', 'work']",1,47.619,True
2022-05-11,Adams County,CO,Adams County,agenda,Work Session Minutes,Library millage rate discussion and public comment. Public hearing on zoning variance for the proposed commercial development. Planning commission update on development applications received. Library millage rate discussion and public comment. School board liaison report on enrollment trends. Discussion of the county parks and recreation master plan. Water utility rate increase approved following public comment period. Health department report on vaccination rates and public health initiatives.,https://agendawatch.org/docs/co/adams_county/20220511/,2022,2022-05,"['library', 'millage', 'rate', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'planning', 'update', 'development', 'applications', 'received', 'library', 'millage', 'rate', 'school', 'liaison', 'enrollment', 'trends', 'parks', 'recreation', 'master', 'plan', 'water', 'utility', 'rate', 'increase', 'period', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'work']",0,0.0,False
2022-05-13,Adams County,CO,Adams County,minutes,Regular Meeting Minutes,Discussion of the county parks and recreation master plan. Tax increment financing district proposed for downtown revitalization. Public hearing on zoning variance for the proposed commercial development. Library millage rate discussion and public comment. Water utility rate increase approved following public comment period.,https://agendawatch.org/docs/co/adams_county/20220513/,2022,2022-05,"['parks', 'recreation', 'master', 'plan', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'library', 'millage', 'rate', 'water', 'utility', 'rate', 'increase', 'period']",0,0.0,False
2022-05-18,Adams County,CO,Adams County,minutes,Work Session Minutes,School board liaison report on enrollment trends. Public hearing on zoning variance for the proposed commercial development. Emergency services dispatch modernization project update. Staff report on road maintenance and bridge inspection schedule. Library millage rate discussion and public comment. Public hearing on zoning variance for the proposed commercial development.,https://agendawatch.org/docs/co/adams_county/20220518/,2022,2022-05,"['school', 'liaison', 'enrollment', 'trends', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'library', 'millage', 'rate', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'work']",0,0.0,False
2022-05-20,Harris County,TX,Harris County,agenda,Special Session Agenda,Claims of widespread fraud in the 2020 election were raised by three residents. Tax increment financing district proposed for downtown revitalization. Public hearing on zoning variance for the proposed commercial development. Emergency services dispatch modernization project update.,https://agendawatch.org/docs/tx/harris_county/20220520/,2022,2022-05,"['claims', 'widespread', 'fraud', 'election', 'raised', 'residents', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update']",1,43.4783,True
2022-05-07,Harris County,TX,Harris County,minutes,Special Session Agenda,Planning commission update on development applications received. Tax increment financing district proposed for downtown revitalization. Health department report on vaccination rates and public health initiatives.,https://agendawatch.org/docs/tx/harris_county/20220507/,2022,2022-05,"['planning', 'update', 'development', 'applications', 'received', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'health', 'vaccination', 'rates', 'health', 'initiatives']",0,0.0,False
2022-05-18,Harris County,TX,Harris County,agenda,Special Session Agenda,Planning commission update on development applications received. Health department report on vaccination rates and public health initiatives. Staff presented the election results from the November general election. Water utility rate increase approved following public comment period. Tax increment financing district proposed for downtown revitalization. A resident presented claims of foreign interference in the election process. The commission approved the budget for election administration. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/tx/harris_county/20220518/,2022,2022-05,"['planning', 'update', 'development', 'applications', 'received', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'presented', 'election', 'results', 'november', 'general', 'election', 'water', 'utility', 'rate', 'increase', 'period', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'resident', 'presented', 'claims', 'foreign', 'interference', 'election', 'process', 'budget', 'election', 'administration', 'animal', 'control', 'contract', 'renewal', 'discussed']",4,95.2381,True
2022-05-09,Dallas County,TX,Dallas County,minutes,Special Session Agenda,Library millage rate discussion and public comment. Discussion of the county parks and recreation master plan. Animal control contract renewal discussed and approved. Water utility rate increase approved following public comment period. Staff report on road maintenance and bridge inspection schedule. Animal control contract renewal discussed and approved. Health department report on vaccination rates and public health initiatives.,https://agendawatch.org/docs/tx/dallas_county/20220509/,2022,2022-05,"['library', 'millage', 'rate', 'parks', 'recreation', 'master', 'plan', 'animal', 'control', 'contract', 'renewal', 'discussed', 'water', 'utility', 'rate', 'increase', 'period', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'animal', 'control', 'contract', 'renewal', 'discussed', 'health', 'vaccination', 'rates', 'health', 'initiatives']",0,0.0,False
2022-05-26,Tarrant County,TX,Tarrant County,agenda,Work Session Minutes,Animal control contract renewal discussed and approved. Library millage rate discussion and public comment. School board liaison report on enrollment trends. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/tx/tarrant_county/20220526/,2022,2022-05,"['animal', 'control', 'contract', 'renewal', 'discussed', 'library', 'millage', 'rate', 'school', 'liaison', 'enrollment', 'trends', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'work']",0,0.0,False
2022-05-02,Tarrant County,TX,Tarrant County,agenda,Regular Meeting Minutes,Animal control contract renewal discussed and approved. Emergency services dispatch modernization project update. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Staff report on road maintenance and bridge inspection schedule. Public hearing on zoning variance for the proposed commercial development. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/tx/tarrant_county/20220502/,2022,2022-05,"['animal', 'control', 'contract', 'renewal', 'discussed', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'budget', 'increase', 'infrastructure', 'spending', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'road', 'maintenance', 'bridge', 'inspection', 'schedule']",0,0.0,False
2022-05-18,Tarrant County,TX,Tarrant County,agenda,Work Session Minutes,Library millage rate discussion and public comment. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/tx/tarrant_county/20220518/,2022,2022-05,"['library', 'millage', 'rate', 'budget', 'increase', 'infrastructure', 'spending', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'work']",0,0.0,False
2022-05-14,Bexar County,TX,Bexar County,minutes,Regular Meeting Minutes,Staff report on road maintenance and bridge inspection schedule. Public hearing on zoning variance for the proposed commercial development. Staff report on road maintenance and bridge inspection schedule. Staff report on road maintenance and bridge inspection schedule.,https://agendawatch.org/docs/tx/bexar_county/20220514/,2022,2022-05,"['road', 'maintenance', 'bridge', 'inspection', 'schedule', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'road', 'maintenance', 'bridge', 'inspection', 'schedule']",0,0.0,False
2022-05-12,Bexar County,TX,Bexar County,minutes,Public Hearing Notice,Tax increment financing district proposed for downtown revitalization. Public hearing on zoning variance for the proposed commercial development. School board liaison report on enrollment trends. Health department report on vaccination rates and public health initiatives. Library millage rate discussion and public comment. Emergency services dispatch modernization project update.,https://agendawatch.org/docs/tx/bexar_county/20220512/,2022,2022-05,"['tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'school', 'liaison', 'enrollment', 'trends', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'library', 'millage', 'rate', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'notice']",0,0.0,False
2022-05-16,Bexar County,TX,Bexar County,agenda,Special Session Agenda,Health department report on vaccination rates and public health initiatives. Discussion of the county parks and recreation master plan. Emergency services dispatch modernization project update. Public comment included questions about whether noncitizen residents could vote.,https://agendawatch.org/docs/tx/bexar_county/20220516/,2022,2022-05,"['health', 'vaccination', 'rates', 'health', 'initiatives', 'parks', 'recreation', 'master', 'plan', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'included', 'questions', 'whether', 'noncitizen', 'residents']",0,0.0,False
2022-05-19,Travis County,TX,Travis County,agenda,Board Meeting Agenda,Tax increment financing district proposed for downtown revitalization. School board liaison report on enrollment trends. Discussion of the county parks and recreation master plan.,https://agendawatch.org/docs/tx/travis_county/20220519/,2022,2022-05,"['tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'school', 'liaison', 'enrollment', 'trends', 'parks', 'recreation', 'master', 'plan']",0,0.0,False
2022-05-01,Travis County,TX,Travis County,agenda,Work Session Minutes,Library millage rate discussion and public comment. Staff report on road maintenance and bridge inspection schedule. Planning commission update on development applications received. Planning commission update on development applications received. Discussion of the county parks and recreation master plan. School board liaison report on enrollment trends. Library millage rate discussion and public comment.,https://agendawatch.org/docs/tx/travis_county/20220501/,2022,2022-05,"['library', 'millage', 'rate', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'planning', 'update', 'development', 'applications', 'received', 'planning', 'update', 'development', 'applications', 'received', 'parks', 'recreation', 'master', 'plan', 'school', 'liaison', 'enrollment', 'trends', 'library', 'millage', 'rate', 'work']",0,0.0,False
2022-05-03,Travis County,TX,Travis County,agenda,Board Meeting Agenda,Health department report on vaccination rates and public health initiatives. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Animal control contract renewal discussed and approved. Water utility rate increase approved following public comment period. Planning commission update on development applications received.,https://agendawatch.org/docs/tx/travis_county/20220503/,2022,2022-05,"['health', 'vaccination', 'rates', 'health', 'initiatives', 'budget', 'increase', 'infrastructure', 'spending', 'animal', 'control', 'contract', 'renewal', 'discussed', 'water', 'utility', 'rate', 'increase', 'period', 'planning', 'update', 'development', 'applications', 'received']",0,0.0,False
2022-05-16,Collin County,TX,Collin County,minutes,Board Meeting Agenda,Public hearing on zoning variance for the proposed commercial development. Concerns raised about voter roll maintenance and election security. Election canvassing procedures reviewed by the county clerk. Discussion of the county parks and recreation master plan. Commissioner raised the issue of potential election fraud in the last general election. Discussion of the county parks and recreation master plan. Water utility rate increase approved following public comment period. The board approved the FY2024 budget with a 3% increase in infrastructure spending. The election of new board members was conducted according to Robert's Rules.,https://agendawatch.org/docs/tx/collin_county/20220516/,2022,2022-05,"['zoning', 'variance', 'proposed', 'commercial', 'development', 'concerns', 'raised', 'voter', 'roll', 'maintenance', 'election', 'security', 'election', 'canvassing', 'procedures', 'reviewed', 'clerk', 'parks', 'recreation', 'master', 'plan', 'commissioner', 'raised', 'issue', 'potential', 'election', 'fraud', 'last', 'general', 'election', 'parks', 'recreation', 'master', 'plan', 'water', 'utility', 'rate', 'increase', 'period', 'budget', 'increase', 'infrastructure', 'spending', 'election', 'members', 'conducted', 'according', 'robert', 'rules']",5,102.0408,True
2022-05-25,Collin County,TX,Collin County,agenda,Regular Meeting Minutes,Library millage rate discussion and public comment. Staff presented the election results from the November general election. Water utility rate increase approved following public comment period. Commissioner raised the issue of potential election fraud in the last general election.,https://agendawatch.org/docs/tx/collin_county/20220525/,2022,2022-05,"['library', 'millage', 'rate', 'presented', 'election', 'results', 'november', 'general', 'election', 'water', 'utility', 'rate', 'increase', 'period', 'commissioner', 'raised', 'issue', 'potential', 'election', 'fraud', 'last', 'general', 'election']",4,173.913,True
2022-05-20,St. Louis County,MO,St. Louis County,agenda,Special Session Agenda,The board approved the FY2024 budget with a 3% increase in infrastructure spending. Tax increment financing district proposed for downtown revitalization. Planning commission update on development applications received. School board liaison report on enrollment trends. Library millage rate discussion and public comment. Water utility rate increase approved following public comment period.,https://agendawatch.org/docs/mo/st._louis_county/20220520/,2022,2022-05,"['budget', 'increase', 'infrastructure', 'spending', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'planning', 'update', 'development', 'applications', 'received', 'school', 'liaison', 'enrollment', 'trends', 'library', 'millage', 'rate', 'water', 'utility', 'rate', 'increase', 'period']",0,0.0,False
2022-05-09,St. Louis County,MO,St. Louis County,agenda,Board Meeting Agenda,Staff presented the election results from the November general election. The board discussed concerns about election integrity and the upcoming election cycle. Public hearing on zoning variance for the proposed commercial development. Staff presented the election results from the November general election. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Motion to form an election oversight subcommittee carried unanimously. Discussion of the county parks and recreation master plan.,https://agendawatch.org/docs/mo/st._louis_county/20220509/,2022,2022-05,"['presented', 'election', 'results', 'november', 'general', 'election', 'discussed', 'concerns', 'election', 'integrity', 'upcoming', 'election', 'cycle', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'presented', 'election', 'results', 'november', 'general', 'election', 'budget', 'increase', 'infrastructure', 'spending', 'form', 'election', 'oversight', 'subcommittee', 'parks', 'recreation', 'master', 'plan']",7,194.4444,True
2022-05-01,St. Louis County,MO,St. Louis County,agenda,Work Session Minutes,Health department report on vaccination rates and public health initiatives. Health department report on vaccination rates and public health initiatives. Animal control contract renewal discussed and approved. Water utility rate increase approved following public comment period. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/mo/st._louis_county/20220501/,2022,2022-05,"['health', 'vaccination', 'rates', 'health', 'initiatives', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'animal', 'control', 'contract', 'renewal', 'discussed', 'water', 'utility', 'rate', 'increase', 'period', 'animal', 'control', 'contract', 'renewal', 'discussed', 'work']",0,0.0,False
2022-05-16,Jackson County,MO,Jackson County,agenda,Commission Meeting Minutes,Concerns raised about voter roll maintenance and election security. A resident presented claims of foreign interference in the election process. Motion to form an election oversight subcommittee carried unanimously. Water utility rate increase approved following public comment period. Planning commission update on development applications received. Water utility rate increase approved following public comment period. Public hearing on zoning variance for the proposed commercial development. Debate over ballot drop box locations for the upcoming election.,https://agendawatch.org/docs/mo/jackson_county/20220516/,2022,2022-05,"['concerns', 'raised', 'voter', 'roll', 'maintenance', 'election', 'security', 'resident', 'presented', 'claims', 'foreign', 'interference', 'election', 'process', 'form', 'election', 'oversight', 'subcommittee', 'water', 'utility', 'rate', 'increase', 'period', 'planning', 'update', 'development', 'applications', 'received', 'water', 'utility', 'rate', 'increase', 'period', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'debate', 'ballot', 'drop', 'box', 'locations', 'upcoming', 'election']",4,88.8889,True
2022-05-07,St. Charles County,MO,St. Charles County,agenda,Special Session Agenda,Planning commission update on development applications received. Tax increment financing district proposed for downtown revitalization. Planning commission update on development applications received. Health department report on vaccination rates and public health initiatives. The board approved the FY2024 budget with a 3% increase in infrastructure spending.,https://agendawatch.org/docs/mo/st._charles_county/20220507/,2022,2022-05,"['planning', 'update', 'development', 'applications', 'received', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'planning', 'update', 'development', 'applications', 'received', 'health', 'vaccination', 'rates', 'health', 'initiatives', 'budget', 'increase', 'infrastructure', 'spending']",0,0.0,False
2022-05-23,St. Charles County,MO,St. Charles County,agenda,Special Session Agenda,Animal control contract renewal discussed and approved. Library millage rate discussion and public comment. School board liaison report on enrollment trends. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Water utility rate increase approved following public comment period. School board liaison report on enrollment trends.,https://agendawatch.org/docs/mo/st._charles_county/20220523/,2022,2022-05,"['animal', 'control', 'contract', 'renewal', 'discussed', 'library', 'millage', 'rate', 'school', 'liaison', 'enrollment', 'trends', 'budget', 'increase', 'infrastructure', 'spending', 'water', 'utility', 'rate', 'increase', 'period', 'school', 'liaison', 'enrollment', 'trends']",0,0.0,False
2022-05-22,St. Charles County,MO,St. Charles County,agenda,Regular Meeting Minutes,Emergency services dispatch modernization project update. School board liaison report on enrollment trends. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/mo/st._charles_county/20220522/,2022,2022-05,"['emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'school', 'liaison', 'enrollment', 'trends', 'budget', 'increase', 'infrastructure', 'spending', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization']",0,0.0,False
2022-05-09,Jefferson County MO,MO,Jefferson County MO,minutes,Board Meeting Agenda,Staff presented the election results from the November general election. School board liaison report on enrollment trends. Animal control contract renewal discussed and approved. Staff report on road maintenance and bridge inspection schedule. The election of new board members was conducted according to Robert's Rules. Tax increment financing district proposed for downtown revitalization. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/mo/jefferson_county_mo/20220509/,2022,2022-05,"['presented', 'election', 'results', 'november', 'general', 'election', 'school', 'liaison', 'enrollment', 'trends', 'animal', 'control', 'contract', 'renewal', 'discussed', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'election', 'members', 'conducted', 'according', 'robert', 'rules', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization']",3,78.9474,True
2022-05-15,Greene County,MO,Greene County,agenda,Special Session Agenda,Animal control contract renewal discussed and approved. Tax increment financing district proposed for downtown revitalization. Discussion of the county parks and recreation master plan. Discussion of the county parks and recreation master plan. Animal control contract renewal discussed and approved. Planning commission update on development applications received. Animal control contract renewal discussed and approved.,https://agendawatch.org/docs/mo/greene_county/20220515/,2022,2022-05,"['animal', 'control', 'contract', 'renewal', 'discussed', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'parks', 'recreation', 'master', 'plan', 'parks', 'recreation', 'master', 'plan', 'animal', 'control', 'contract', 'renewal', 'discussed', 'planning', 'update', 'development', 'applications', 'received', 'animal', 'control', 'contract', 'renewal', 'discussed']",0,0.0,False
2022-05-17,Greene County,MO,Greene County,minutes,Public Hearing Notice,Discussion of early voting expansion and election accessibility. Public hearing on zoning variance for the proposed commercial development. Public hearing on zoning variance for the proposed commercial development. Concerns raised about voter roll maintenance and election security. Emergency services dispatch modernization project update. Water utility rate increase approved following public comment period.,https://agendawatch.org/docs/mo/greene_county/20220517/,2022,2022-05,"['early', 'voting', 'expansion', 'election', 'accessibility', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'concerns', 'raised', 'voter', 'roll', 'maintenance', 'election', 'security', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'water', 'utility', 'rate', 'increase', 'period', 'notice']",2,58.8235,True
2022-05-13,Boone County,MO,Boone County,agenda,Commission Meeting Minutes,A resident presented claims of foreign interference in the election process. Planning commission update on development applications received. Library millage rate discussion and public comment. Debate over ballot drop box locations for the upcoming election. Planning commission update on development applications received.,https://agendawatch.org/docs/mo/boone_county/20220513/,2022,2022-05,"['resident', 'presented', 'claims', 'foreign', 'interference', 'election', 'process', 'planning', 'update', 'development', 'applications', 'received', 'library', 'millage', 'rate', 'debate', 'ballot', 'drop', 'box', 'locations', 'upcoming', 'election', 'planning', 'update', 'development', 'applications', 'received']",2,74.0741,True
2022-05-04,Boone County,MO,Boone County,minutes,Work Session Minutes,Staff report on road maintenance and bridge inspection schedule. The election of new board members was conducted according to Robert's Rules. Water utility rate increase approved following public comment period. Animal control contract renewal discussed and approved. Tax increment financing district proposed for downtown revitalization. Discussion of early voting expansion and election accessibility. Public hearing on zoning variance for the proposed commercial development. The election of new board members was conducted according to Robert's Rules. A resident presented claims of foreign interference in the election process. Planning commission update on development applications received.,https://agendawatch.org/docs/mo/boone_county/20220504/,2022,2022-05,"['road', 'maintenance', 'bridge', 'inspection', 'schedule', 'election', 'members', 'conducted', 'according', 'robert', 'rules', 'water', 'utility', 'rate', 'increase', 'period', 'animal', 'control', 'contract', 'renewal', 'discussed', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization', 'early', 'voting', 'expansion', 'election', 'accessibility', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'election', 'members', 'conducted', 'according', 'robert', 'rules', 'resident', 'presented', 'claims', 'foreign', 'interference', 'election', 'process', 'planning', 'update', 'development', 'applications', 'received', 'work']",4,71.4286,True
2022-06-16,Denver County,CO,Denver County,minutes,Commission Meeting Minutes,Emergency services dispatch modernization project update. School board liaison report on enrollment trends. Staff report on road maintenance and bridge inspection schedule. Public hearing on zoning variance for the proposed commercial development. Emergency services dispatch modernization project update. Water utility rate increase approved following public comment period. Tax increment financing district proposed for downtown revitalization.,https://agendawatch.org/docs/co/denver_county/20220616/,2022,2022-06,"['emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'school', 'liaison', 'enrollment', 'trends', 'road', 'maintenance', 'bridge', 'inspection', 'schedule', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'emergency', 'services', 'dispatch', 'modernization', 'project', 'update', 'water', 'utility', 'rate', 'increase', 'period', 'tax', 'increment', 'financing', 'proposed', 'downtown', 'revitalization']",0,0.0,False
2022-06-01,El Paso County,CO,El Paso County,minutes,Work Session Minutes,Animal control contract renewal discussed and approved. Public hearing on zoning variance for the proposed commercial development. Water utility rate increase approved following public comment period.,https://agendawatch.org/docs/co/el_paso_county/20220601/,2022,2022-06,"['animal', 'control', 'contract', 'renewal', 'discussed', 'zoning', 'variance', 'proposed', 'commercial', 'development', 'water', 'utility', 'rate', 'increase', 'period', 'work']",0,0.0,False
2022-06-15,El Paso County,CO,El Paso County,agenda,Public Hearing Notice,Animal control contract renewal discussed and approved. Discussion of the county parks and recreation master plan. Planning commission update on development applications received. The board approved the FY2024 budget with a 3% increase in infrastructure spending. The board approved the FY2024 budget with a 3% increase in infrastructure spending. Discussion of the county parks and recreation master plan.,https://agendawatch.org/docs/co/el_paso_county/20220615/,2022,2022-06,"['animal', 'control', 'contract', 'renewal', 'discussed', 'parks', 'recreation', 'master', 'plan', 'planning', 'update', 'development', 'applications', 'received', 'budget', 'increase', 'infrastructure', 'spending', 'budget', 'increase', 'infrastructure', 'spending', 'parks', 'recreation', 'master', 'plan', 'notice']",0,0.0,False
